Date,Nom de l'entraînement,Durée,Nom de l'exercice,Ordre de la série,Poids,Réps,Distance,Secondes,Notes,Notes d'entraînement,RPE
2023-09-29 12:17:23,"Push",58min,"Skullcrusher (Barbell)",1,15.0,10,0,0,"",,
2023-09-29 12:17:23,"Push",58min,"Skullcrusher (Barbell)",2,20.0,8,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Skullcrusher (Barbell)",3,25.0,2,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Chest Fly",1,52.0,10,0,0,"",,
2023-09-29 12:17:23,"Push",58min,"Chest Fly",2,59.0,9,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Chest Fly",3,66.0,5,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Lateral Raise (Dumbbell)",1,8.0,13,0,0,"",,
2023-09-29 12:17:23,"Push",58min,"Lateral Raise (Dumbbell)",2,9.0,10,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Lateral Raise (Dumbbell)",3,10.0,6,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Shoulder Press (Machine)",1,18.0,10,0,0,"",,
2023-09-29 12:17:23,"Push",58min,"Shoulder Press (Machine)",2,23.0,6,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Shoulder Press (Machine)",3,23.0,6,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Chest Dip (Assisted)",1,14.0,10,0,0,"",,
2023-09-29 12:17:23,"Push",58min,"Chest Dip (Assisted)",2,9.0,7,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Chest Dip (Assisted)",3,4.5,5,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Cable Crossover",1,16.0,10,0,0,"",,
2023-09-29 12:17:23,"Push",58min,"Cable Crossover",2,28.0,6,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Cable Crossover",3,16.0,10,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Cable Crossover",4,28.0,10,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Bench Press (Dumbbell)",1,24.0,8,0,0,"",,
2023-09-29 12:17:23,"Push",58min,"Bench Press (Dumbbell)",2,32.0,8,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Bench Press (Dumbbell)",3,40.0,8,0,0,,,
2023-09-29 12:17:23,"Push",58min,"Bench Press (Dumbbell)",4,48.0,5,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Aerobics",1,0,0,0,300,"","",
2023-10-02 12:27:24,"Push",57min,"Bench Press (Barbell)",1,40.0,8,0,0,"",,
2023-10-02 12:27:24,"Push",57min,"Bench Press (Barbell)",2,50.0,8,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Bench Press (Barbell)",3,55.0,2,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Bench Press (Barbell)",4,50.0,6,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Skullcrusher (Barbell)",1,15.0,10,0,0,"",,
2023-10-02 12:27:24,"Push",57min,"Skullcrusher (Barbell)",2,20.0,8,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Skullcrusher (Barbell)",3,15.0,6,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Chest Fly",1,59.0,10,0,0,"",,
2023-10-02 12:27:24,"Push",57min,"Chest Fly",2,66.0,6,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Chest Fly",3,59.0,8,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Lateral Raise (Dumbbell)",1,9.0,10,0,0,"",,
2023-10-02 12:27:24,"Push",57min,"Lateral Raise (Dumbbell)",2,10.0,8,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Lateral Raise (Dumbbell)",3,10.0,8,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Shoulder Press (Machine)",1,18.0,10,0,0,"",,
2023-10-02 12:27:24,"Push",57min,"Shoulder Press (Machine)",2,23.0,8,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Shoulder Press (Machine)",3,27.0,5,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Chest Dip (Assisted)",1,14.0,10,0,0,"",,
2023-10-02 12:27:24,"Push",57min,"Chest Dip (Assisted)",2,9.0,8,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Chest Dip (Assisted)",3,4.5,6,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Cable Crossover",1,16.0,10,0,0,"",,
2023-10-02 12:27:24,"Push",57min,"Cable Crossover",2,28.0,6,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Shrug (Dumbbell)",1,32.0,10,0,0,"",,
2023-10-02 12:27:24,"Push",57min,"Shrug (Dumbbell)",2,36.0,10,0,0,,,
2023-10-02 12:27:24,"Push",57min,"Shrug (Dumbbell)",3,40.0,6,0,0,,,
2023-10-04 12:10:14,"Pull",1h 2min,"Aerobics",1,0,0,0,300,"","",
2023-10-04 12:10:14,"Pull",1h 2min,"Lat Pulldown (Cable)",1,39.0,10,0,0,"",,
2023-10-04 12:10:14,"Pull",1h 2min,"Lat Pulldown (Cable)",2,45.0,8,0,0,,,
2023-10-04 12:10:14,"Pull",1h 2min,"Lat Pulldown (Cable)",3,52.0,6,0,0,,,
2023-10-04 12:10:14,"Pull",1h 2min,"Hammer Curl (Dumbbell)",1,9.0,10,0,0,"",,
2023-10-04 12:10:14,"Pull",1h 2min,"Hammer Curl (Dumbbell)",2,10.0,10,0,0,,,
2023-10-04 12:10:14,"Pull",1h 2min,"Hammer Curl (Dumbbell)",3,12.0,7,0,0,,,
2023-10-04 12:10:14,"Pull",1h 2min,"Bicep Curl (Dumbbell)",1,10.0,10,0,0,"",,
2023-10-04 12:10:14,"Pull",1h 2min,"Bicep Curl (Dumbbell)",2,12.0,6,0,0,,,
2023-10-04 12:10:14,"Pull",1h 2min,"Bicep Curl (Dumbbell)",3,10.0,8,0,0,,,
2023-10-04 12:10:14,"Pull",1h 2min,"Concentration Curl (Dumbbell)",1,10.0,10,0,0,"",,
2023-10-04 12:10:14,"Pull",1h 2min,"Concentration Curl (Dumbbell)",2,12.0,6,0,0,,,
2023-10-04 12:10:14,"Pull",1h 2min,"Preacher Curl (Barbell)",1,20.0,10,0,0,"",,
2023-10-04 12:10:14,"Pull",1h 2min,"Preacher Curl (Barbell)",2,25.0,10,0,0,,,
2023-10-04 12:10:14,"Pull",1h 2min,"Preacher Curl (Barbell)",3,25.0,8,0,0,,,
2023-10-04 12:10:14,"Pull",1h 2min,"Seated Row (Machine)",1,39.0,10,0,0,"",,
2023-10-04 12:10:14,"Pull",1h 2min,"Seated Row (Machine)",2,45.0,10,0,0,,,
2023-10-04 12:10:14,"Pull",1h 2min,"Seated Row (Machine)",3,52.0,8,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Aerobics",1,0,0,0,300,"","",
2023-10-07 13:20:43,"Legs",1h 2min,"Leg Press",1,115.0,10,0,0,"",,
2023-10-07 13:20:43,"Legs",1h 2min,"Leg Press",2,155.0,10,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Leg Press",3,195.0,10,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Leg Press",4,235.0,1,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Seated Leg Curl (Machine)",1,39.0,10,0,0,"",,
2023-10-07 13:20:43,"Legs",1h 2min,"Seated Leg Curl (Machine)",2,45.0,10,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Seated Leg Curl (Machine)",3,52.0,7,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Hip Abductor (Machine)",1,39.0,20,0,0,"",,
2023-10-07 13:20:43,"Legs",1h 2min,"Hip Abductor (Machine)",2,45.0,12,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Hip Adductor (Machine)",1,39.0,12,0,0,"",,
2023-10-07 13:20:43,"Legs",1h 2min,"Hip Adductor (Machine)",2,45.0,12,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Hip Adductor (Machine)",3,52.0,8,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Leg Extension (Machine)",1,45.0,10,0,0,"",,
2023-10-07 13:20:43,"Legs",1h 2min,"Leg Extension (Machine)",2,52.0,10,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Leg Extension (Machine)",3,59.0,10,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Bulgarian Split Squat",1,16.0,20,0,0,"",,
2023-10-07 13:20:43,"Legs",1h 2min,"Bulgarian Split Squat",2,20.0,20,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Bulgarian Split Squat",3,24.0,20,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Standing Calf Raise (Dumbbell)",1,32.0,10,0,0,"",,
2023-10-07 13:20:43,"Legs",1h 2min,"Standing Calf Raise (Dumbbell)",2,32.0,6,0,0,,,
2023-10-07 13:20:43,"Legs",1h 2min,"Standing Calf Raise (Dumbbell)",3,32.0,8,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Aerobics",1,0,0,0,300,"","",
2023-10-09 12:10:35,"Push",1h 14min,"Bench Press (Barbell)",1,40.0,8,0,0,"",,
2023-10-09 12:10:35,"Push",1h 14min,"Bench Press (Barbell)",2,50.0,8,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Bench Press (Barbell)",3,55.0,5,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Bench Press (Barbell)",4,60.0,1,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Bench Press (Barbell)",5,50.0,3,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Chest Fly",1,59.0,10,0,0,"",,
2023-10-09 12:10:35,"Push",1h 14min,"Chest Fly",2,66.0,7,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Chest Fly",3,59.0,6,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Lateral Raise (Dumbbell)",1,9.0,12,0,0,"",,
2023-10-09 12:10:35,"Push",1h 14min,"Lateral Raise (Dumbbell)",2,10.0,8,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Lateral Raise (Dumbbell)",3,6.0,10,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Shoulder Press (Machine)",1,18.0,10,0,0,"",,
2023-10-09 12:10:35,"Push",1h 14min,"Shoulder Press (Machine)",2,23.0,8,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Shoulder Press (Machine)",3,27.0,5,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Chest Dip (Assisted)",1,14.0,10,0,0,"",,
2023-10-09 12:10:35,"Push",1h 14min,"Chest Dip (Assisted)",2,9.0,10,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Chest Dip (Assisted)",3,4.5,10,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Cable Crossover",1,16.0,10,0,0,"",,
2023-10-09 12:10:35,"Push",1h 14min,"Cable Crossover",2,28.0,10,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Cable Crossover",3,28.0,7,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Cable Crossover",4,16.0,10,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Triceps Pushdown (Cable - Straight Bar)",1,14.0,10,0,0,"",,
2023-10-09 12:10:35,"Push",1h 14min,"Triceps Pushdown (Cable - Straight Bar)",2,14.0,10,0,0,,,
2023-10-09 12:10:35,"Push",1h 14min,"Triceps Pushdown (Cable - Straight Bar)",3,14.0,10,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Aerobics",1,0,0,0,300,"","",
2023-10-11 12:21:09,"Pull",1h 4min,"Lat Pulldown (Cable)",1,39.0,10,0,0,"",,
2023-10-11 12:21:09,"Pull",1h 4min,"Lat Pulldown (Cable)",2,45.0,10,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Lat Pulldown (Cable)",3,52.0,7,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Hammer Curl (Dumbbell)",1,10.0,20,0,0,"",,
2023-10-11 12:21:09,"Pull",1h 4min,"Hammer Curl (Dumbbell)",2,12.0,16,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Hammer Curl (Dumbbell)",3,12.0,14,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Bicep Curl (Dumbbell)",1,10.0,20,0,0,"",,
2023-10-11 12:21:09,"Pull",1h 4min,"Bicep Curl (Dumbbell)",2,12.0,12,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Bicep Curl (Dumbbell)",3,12.0,10,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Iso-Lateral Row (Machine)",1,36.0,10,0,0,"",,
2023-10-11 12:21:09,"Pull",1h 4min,"Iso-Lateral Row (Machine)",2,41.0,9,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Iso-Lateral Row (Machine)",3,45.0,6,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Preacher Curl (Barbell)",1,20.0,10,0,0,"",,
2023-10-11 12:21:09,"Pull",1h 4min,"Preacher Curl (Barbell)",2,25.0,9,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Preacher Curl (Barbell)",3,30.0,4,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Chin Up (Assisted)",1,18.0,9,0,0,"",,
2023-10-11 12:21:09,"Pull",1h 4min,"Chin Up (Assisted)",2,18.0,7,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Pull Up (Assisted)",1,18.0,7,0,0,"",,
2023-10-11 12:21:09,"Pull",1h 4min,"Reverse Fly (Machine)",1,32.0,10,0,0,"",,
2023-10-11 12:21:09,"Pull",1h 4min,"Reverse Fly (Machine)",2,32.0,10,0,0,,,
2023-10-11 12:21:09,"Pull",1h 4min,"Reverse Fly (Machine)",3,32.0,10,0,0,,,
2023-10-14 13:45:34,"Legs",33min,"Aerobics",1,0,0,0,300,"","",
2023-10-14 13:45:34,"Legs",33min,"Leg Press",1,115.0,10,0,0,"",,
2023-10-14 13:45:34,"Legs",33min,"Leg Press",2,155.0,10,0,0,,,
2023-10-14 13:45:34,"Legs",33min,"Leg Press",3,195.0,10,0,0,,,
2023-10-14 13:45:34,"Legs",33min,"Leg Press",4,235.0,5,0,0,,,
2023-10-14 13:45:34,"Legs",33min,"Hip Abductor (Machine)",1,39.0,20,0,0,"",,
2023-10-14 13:45:34,"Legs",33min,"Hip Abductor (Machine)",2,45.0,16,0,0,,,
2023-10-14 13:45:34,"Legs",33min,"Hip Abductor (Machine)",3,45.0,16,0,0,,,
2023-10-14 13:45:34,"Legs",33min,"Hip Adductor (Machine)",1,39.0,12,0,0,"",,
2023-10-14 13:45:34,"Legs",33min,"Hip Adductor (Machine)",2,45.0,12,0,0,,,
2023-10-14 13:45:34,"Legs",33min,"Hip Adductor (Machine)",3,52.0,8,0,0,,,
2023-10-14 13:45:34,"Legs",33min,"Bulgarian Split Squat",1,16.0,20,0,0,"",,
